user_id	item_id	time	c_hour_c	c_weekday_c	c_period_c	c_day_f
222	959	889174904.0	17	4	4	167
77	743	875660468.0	7	2	0	11
359	413	879012431.0	2	6	8	50
308	281	886480206.0	12	1	2	136
127	458	879528754.0	1	5	8	56
48	711	884304838.0	8	4	0	111
389	870	879875347.0	1	2	8	60
174	499	879304010.0	11	2	2	53
217	665	876955066.0	6	3	0	26
242	5	878192804.0	14	3	3	40
280	483	886523710.0	0	2	8	137
15	521	880130739.0	0	5	8	63
339	261	879442128.0	1	4	8	55
103	263	879270605.0	1	2	8	53
20	194	874784440.0	3	6	8	1
13	289	877722736.0	3	5	8	35
122	922	882181605.0	18	0	5	86
110	576	875801716.0	22	3	7	12
244	203	882077330.0	13	6	3	85
303	272	880524582.0	14	2	3	67
342	922	882385168.0	2	3	8	89
234	46	874834345.0	17	6	4	1
80	512	879198547.0	5	1	0	52
348	574	884132515.0	8	2	0	109
250	867	887738470.0	2	2	8	151
241	555	884125441.0	6	2	0	109
155	694	875073246.0	11	2	2	4
364	378	881371660.0	9	5	1	77
21	313	875323274.0	9	5	1	7
176	251	883981859.0	14	0	3	107
108	959	879968742.0	3	3	8	61
322	167	879786221.0	1	1	8	59
231	622	886892241.0	6	6	0	141
54	236	879217851.0	11	1	2	52
326	472	876340144.0	3	3	8	19
127	898	879524345.0	0	5	8	56
50	265	883326086.0	0	0	8	100
34	258	875981220.0	0	6	8	15
310	218	880087647.0	12	4	2	62
282	185	882346900.0	16	2	4	88
270	236	877757700.0	13	5	3	35
239	626	884197287.0	2	3	8	110
242	261	878192039.0	14	3	3	40
359	337	879012580.0	2	6	8	50
1	234	874965677.0	6	1	0	3
259	692	884751418.0	12	2	2	116
360	663	885816916.0	20	0	6	128
245	554	879467361.0	8	4	0	55
224	2	875295838.0	1	5	8	7
241	770	884182148.0	22	2	7	109
50	460	883327799.0	0	0	8	100
50	733	883326893.0	0	0	8	100
253	535	884365406.0	1	5	8	112
280	57	886523813.0	0	2	8	137
203	60	879640918.0	8	6	0	57
367	889	879563435.0	11	5	2	56
375	582	875295412.0	1	5	8	7
348	300	884133161.0	8	2	0	109
335	364	879435190.0	23	3	7	54
49	839	888206605.0	12	0	2	156
313	483	887745258.0	3	2	8	151
267	900	876544278.0	12	5	2	21
34	325	875975656.0	22	5	7	14
350	986	881001888.0	2	1	8	73
73	770	882994912.0	4	3	8	96
58	107	882072956.0	12	6	2	85
257	286	884497031.0	13	6	3	113
269	863	887938224.0	9	4	1	153
57	334	876973692.0	11	3	2	26
278	922	874948513.0	1	1	8	3
104	267	879872066.0	0	2	8	60
392	398	879969878.0	4	3	8	61
275	204	876405004.0	21	3	6	19
349	18	887770588.0	10	2	1	151
175	390	878956338.0	10	5	1	49
366	956	886398187.0	13	0	3	135
333	499	878880195.0	13	4	3	48
383	749	889396531.0	6	0	0	170
213	345	886121456.0	8	4	0	132
135	179	876768990.0	2	1	8	24
266	317	885047252.0	22	5	7	119
12	386	879455165.0	5	4	0	55
175	244	878955599.0	10	5	1	49
43	542	882922562.0	8	2	0	95
157	345	889123086.0	2	4	8	167
373	553	883529984.0	8	2	0	102
97	437	881171982.0	1	3	8	75
348	333	884134363.0	8	2	0	109
63	394	888333219.0	23	1	7	157
299	634	880394885.0	2	1	8	66
347	623	886725076.0	8	4	0	139
321	659	876267041.0	7	2	0	18
163	360	884127745.0	7	2	0	109
199	83	880604550.0	12	3	2	68
327	187	881107860.0	8	2	0	74
101	977	874781257.0	2	6	8	1
365	302	882392853.0	5	3	0	89
389	295	879875040.0	1	2	8	60
185	583	883889984.0	12	6	2	106
378	326	875978059.0	23	5	7	14
270	144	877760441.0	14	5	3	35
250	508	887737036.0	1	2	8	151
51	634	879373711.0	6	3	0	54
45	542	880937399.0	8	0	0	72
325	779	880131821.0	1	5	8	63
15	365	880131144.0	0	5	8	63
265	850	887819860.0	0	3	8	152
346	810	880585491.0	7	3	0	68
181	417	876502948.0	1	5	8	21
250	398	887736743.0	1	2	8	151
313	856	889554882.0	2	2	8	172
79	260	885870231.0	11	1	2	129
95	383	875935244.0	11	5	2	14
314	627	881058101.0	18	1	5	73
318	557	875657857.0	6	2	0	11
269	76	888359882.0	6	2	0	158
267	213	876544781.0	12	5	2	21
99	312	880126232.0	23	4	7	62
308	977	886480447.0	12	1	2	136
1	922	875072484.0	11	2	2	4
7	681	886959344.0	1	0	8	142
380	229	887926633.0	6	4	0	153
122	60	875272009.0	19	4	5	6
391	928	875428765.0	14	6	3	8
363	713	879111092.0	5	0	0	51
93	411	886988631.0	9	0	1	142
378	691	875981968.0	0	6	8	15
77	268	875653016.0	4	2	8	11
133	977	880134332.0	1	5	8	63
366	218	886397275.0	13	0	3	135
358	881	887835478.0	4	3	8	152
265	472	887819161.0	0	3	8	152
185	604	883889430.0	12	6	2	106
323	335	883790491.0	9	5	1	105
341	367	885943981.0	7	2	0	130
393	362	884130619.0	7	2	0	109
361	495	877554301.0	5	3	0	33
145	263	877108098.0	1	5	8	28
271	591	875184280.0	18	3	5	5
134	72	880557824.0	23	2	7	67
188	186	880484755.0	3	2	8	67
244	204	882076021.0	13	6	3	85
241	604	884182725.0	22	2	7	109
350	101	880141008.0	3	5	8	63
276	349	885769962.0	7	0	0	128
158	264	879523575.0	0	5	8	56
65	405	875027206.0	23	1	7	3
160	64	881252110.0	0	4	8	76
217	777	876954122.0	6	3	0	26
197	1	879740362.0	12	0	2	58
253	380	884363831.0	0	5	8	112
386	1000	887643499.0	23	0	7	149
275	904	876404613.0	21	3	6	19
10	801	886303745.0	11	6	2	134
244	819	882078250.0	13	6	3	85
325	700	879446361.0	2	4	8	55
236	922	888905582.0	14	1	3	164
231	502	886374342.0	7	0	0	135
310	243	879991115.0	9	3	1	61
317	589	885349715.0	10	2	1	123
135	3	876767023.0	2	1	8	24
322	542	879785822.0	0	1	8	59
254	576	877888610.0	1	0	8	37
199	615	880602593.0	11	3	2	68
315	424	883762414.0	1	5	8	105
365	545	882398178.0	6	3	0	89
320	384	885676490.0	5	6	0	127
301	590	879434613.0	23	3	7	54
229	546	875807074.0	23	3	7	12
306	228	879441572.0	1	4	8	55
172	241	887736261.0	1	2	8	151
182	843	878181906.0	11	3	2	40
206	706	886472051.0	10	1	1	136
215	306	878973153.0	15	5	3	49
172	304	887730102.0	23	1	7	150
293	939	876689790.0	4	0	8	23
34	867	883955498.0	7	0	0	107
298	466	877100061.0	22	4	7	27
218	728	885848971.0	5	1	0	129
250	379	887738933.0	2	2	8	151
272	721	879438143.0	0	4	8	55
358	562	882469728.0	2	4	8	90
358	245	882373088.0	23	2	7	88
136	76	877636772.0	3	4	8	34
390	372	883441813.0	8	1	0	101
326	274	876338150.0	3	3	8	19
128	774	882900320.0	2	2	8	95
73	553	879454582.0	4	4	8	55
310	241	879991175.0	9	3	1	61
201	546	884921637.0	11	4	2	118
144	295	886433771.0	23	0	7	135
9	466	879959025.0	1	3	8	61
351	312	879868278.0	23	1	7	59
175	250	878870552.0	10	4	1	48
28	23	888602618.0	2	5	8	161
35	272	878347633.0	9	5	1	42
60	706	885016536.0	13	5	3	119
213	61	886123727.0	9	4	1	132
121	611	888104258.0	7	6	0	155
384	236	889126007.0	3	4	8	167
118	320	884585247.0	14	0	3	114
314	630	881058101.0	18	1	5	73
363	266	879111737.0	5	0	0	51
204	366	878088970.0	9	2	1	39
313	904	889554706.0	2	2	8	172
318	967	875659266.0	6	2	0	11
299	213	880392992.0	1	1	8	66
304	774	885479082.0	22	3	7	124
178	275	881288620.0	10	4	1	76
22	550	885852569.0	6	1	0	129
146	217	886048305.0	12	3	2	131
158	578	879522916.0	23	4	7	55
363	229	879112098.0	5	0	0	51
325	547	879540147.0	4	5	8	56
394	706	879541207.0	5	5	0	56
229	918	884069544.0	14	1	3	108
10	394	882774047.0	15	0	3	93
53	341	879365491.0	4	3	8	54
267	938	876547426.0	13	5	3	21
264	564	879876235.0	2	2	8	60
133	352	880132313.0	1	5	8	63
360	242	875261350.0	16	4	4	6
127	605	879524849.0	0	5	8	56
288	521	880355747.0	15	0	3	65
60	333	877319414.0	11	0	2	30
334	789	879648325.0	10	6	1	57
378	307	875983321.0	0	6	8	15
208	129	882151123.0	9	0	1	86
365	542	882393421.0	5	3	0	89
224	488	889151529.0	10	4	1	167
41	399	877051687.0	9	4	1	27
15	399	880129305.0	0	5	8	63
306	901	879924267.0	15	2	3	60
148	312	882824291.0	4	1	8	94
254	847	877888952.0	2	0	8	37
346	724	880585802.0	7	3	0	68
363	380	878585250.0	3	1	8	45
360	845	887890364.0	20	3	6	152
336	485	875130230.0	3	3	8	5
298	714	877099048.0	22	4	7	27
49	289	888205228.0	11	0	2	156
148	543	882824194.0	4	1	8	94
348	188	884132434.0	8	2	0	109
365	551	882397293.0	6	3	0	89
156	362	881367987.0	8	5	0	77
140	162	884287962.0	3	4	8	111
365	996	882395283.0	5	3	0	89
122	586	882181859.0	18	0	5	86
16	399	885411465.0	3	3	8	124
48	509	884305165.0	8	4	0	111
209	741	882050006.0	5	6	0	85
218	138	885848314.0	4	1	8	129
215	842	878972119.0	14	5	3	49
4	515	875720744.0	23	2	7	11
8	224	877889004.0	2	0	8	37
395	243	888632319.0	10	5	1	161
362	867	881960446.0	5	5	0	84
247	236	886323115.0	16	6	4	134
345	322	889415895.0	11	0	2	170
358	791	887139517.0	3	2	8	144
244	604	882076238.0	13	6	3	85
5	494	883602284.0	5	3	0	103
360	560	885546945.0	17	4	4	125
303	531	880525031.0	14	2	3	67
257	315	884495132.0	13	6	3	113
133	129	880132638.0	1	5	8	63
395	235	888636958.0	11	5	2	161
263	616	880574901.0	4	3	8	68
350	478	880141374.0	3	5	8	63
10	532	882140487.0	7	0	0	86
347	144	886724666.0	8	4	0	139
236	578	888907145.0	14	1	3	164
382	863	875941763.0	13	5	3	14
315	995	883764061.0	2	5	8	105
393	822	884130439.0	7	2	0	109
385	283	885828165.0	23	0	7	128
363	242	879111937.0	5	0	0	51
236	375	888905034.0	14	1	3	164
5	574	883600842.0	4	3	8	103
277	89	884900810.0	5	4	0	118
156	574	881367505.0	8	5	0	77
356	764	878854383.0	6	4	0	48
275	405	876402468.0	21	3	6	19
384	243	889125837.0	3	4	8	167
253	791	884365451.0	1	5	8	112
161	288	884208098.0	5	3	0	110
5	597	883600985.0	4	3	8	103
182	289	878182632.0	11	3	2	40
12	194	879455659.0	5	4	0	55
273	288	884990620.0	6	5	0	119
368	364	882910838.0	5	2	0	95
365	697	882547620.0	0	5	8	91
34	394	887076865.0	10	1	1	143
345	217	889415895.0	11	0	2	170
237	429	889241377.0	11	5	2	168
365	763	882548615.0	0	5	8	91
245	644	879544219.0	5	5	0	56
393	754	884130995.0	7	2	0	109
8	382	877886162.0	1	0	8	37
308	574	886480108.0	12	1	2	136
20	156	874784440.0	3	6	8	1
228	339	885328836.0	4	2	8	123
374	68	879532550.0	2	5	8	56
289	546	879440475.0	1	4	8	55
381	276	883364325.0	10	0	1	100
393	813	884129793.0	7	2	0	109
90	284	881452532.0	7	6	0	78
127	569	879524974.0	0	5	8	56
111	327	883681723.0	3	4	8	104
324	690	885548836.0	17	4	4	125
390	725	883530434.0	9	2	1	102
48	590	884305321.0	8	4	0	111
368	367	882910838.0	5	2	0	95
372	773	878355258.0	11	5	2	42
364	515	881373019.0	9	5	1	77
86	399	875886434.0	21	4	6	13
238	938	879519556.0	22	4	7	55
50	283	883326241.0	0	0	8	100
47	321	883696709.0	7	4	0	104
379	96	878157507.0	4	3	8	40
379	333	878157456.0	4	3	8	40
390	144	883444832.0	9	1	1	101
234	850	874871766.0	3	0	8	2
346	665	880585700.0	7	3	0	68
10	826	882398724.0	6	3	0	89
234	313	874871736.0	3	0	8	2
220	351	878945963.0	7	5	0	49
12	345	879455165.0	5	4	0	55
375	774	875295148.0	1	5	8	7
342	141	882386357.0	3	3	8	89
395	774	888634111.0	10	5	1	161
33	302	881107538.0	8	2	0	74
93	706	886987894.0	9	0	1	142
68	383	883605055.0	5	3	0	103
183	987	888082552.0	1	6	8	155
190	185	888549988.0	11	4	2	160
380	396	887914979.0	3	4	8	153
39	552	879434653.0	23	3	7	54
208	827	882164955.0	13	0	3	86
269	226	887939071.0	9	4	1	153
349	167	887769930.0	10	2	1	151
88	162	888465513.0	11	3	2	159
208	639	882164603.0	13	0	3	86
99	241	881012623.0	5	1	0	73
319	938	882345023.0	15	2	3	88
144	314	886439537.0	1	1	8	136
245	179	879484918.0	13	4	3	55
286	2	878951831.0	9	5	1	49
257	670	884497425.0	13	6	3	113
255	634	879821037.0	10	1	1	59
286	661	878951537.0	9	5	1	49
375	361	875280331.0	21	4	6	6
378	250	875978034.0	23	5	7	14
32	419	889041523.0	3	3	8	166
5	237	883600943.0	4	3	8	103
244	479	882074727.0	12	6	2	85
19	523	878887062.0	15	4	3	48
133	807	880135044.0	1	5	8	63
240	668	875239942.0	10	4	1	6
268	759	877196702.0	1	6	8	29
378	70	875982804.0	0	6	8	15
279	1	881652518.0	15	1	3	80
302	686	880333851.0	9	0	1	65
309	888	886437163.0	0	1	8	136
393	675	884131263.0	8	2	0	109
68	3	887401453.0	4	5	8	147
80	269	880570964.0	3	3	8	68
364	550	881373900.0	10	5	1	77
314	843	880887206.0	18	6	5	71
353	226	883391299.0	18	0	5	100
358	765	882374497.0	0	3	8	89
295	995	879434937.0	23	3	7	54
208	86	882153699.0	10	0	1	86
138	215	879525799.0	0	5	8	56
85	944	877136535.0	9	5	1	28
148	14	882824253.0	4	1	8	94
182	245	878181804.0	11	3	2	40
27	366	883709915.0	10	4	1	104
192	437	879376327.0	7	3	0	54
312	530	877400091.0	10	1	1	31
289	799	879441179.0	1	4	8	55
192	260	879376515.0	7	3	0	54
75	551	879875649.0	1	2	8	60
390	576	883531122.0	9	2	1	102
326	1002	876338883.0	3	3	8	19
380	715	887927588.0	6	4	0	153
121	256	888105312.0	7	6	0	155
255	325	879821120.0	10	1	1	59
348	477	884132756.0	8	2	0	109
250	772	887739863.0	2	2	8	151
82	187	884238652.0	13	3	3	110
203	275	879572167.0	13	5	3	56
122	913	877343000.0	18	0	5	30
93	957	886989473.0	9	0	1	142
377	871	879178731.0	0	1	8	52
327	545	881107351.0	8	2	0	74
35	187	878347259.0	9	5	1	42
365	512	882547619.0	0	5	8	91
342	477	882385902.0	3	3	8	89
158	437	879520916.0	23	4	7	55
239	365	884196765.0	2	3	8	110
113	713	882848783.0	11	1	2	94
315	409	883762528.0	1	5	8	105
314	525	880889066.0	19	6	5	71
269	823	887938421.0	9	4	1	153
15	597	880129595.0	0	5	8	63
199	629	880606215.0	12	3	2	68
215	591	878970710.0	14	5	3	49
50	586	883327174.0	0	0	8	100
332	634	879439865.0	0	4	8	55
324	574	885544947.0	16	4	4	125
317	579	885349865.0	10	2	1	123
164	202	884114099.0	3	2	8	109
61	602	880037436.0	22	3	7	61
35	184	878347315.0	9	5	1	42
356	252	878856394.0	6	4	0	48
49	658	888204928.0	11	0	2	156
279	256	881653652.0	15	1	3	80
52	546	875747319.0	7	3	0	12
384	323	879460192.0	6	4	0	55
201	894	884922383.0	11	4	2	118
48	380	884388247.0	7	5	0	112
324	254	885544769.0	16	4	4	125
302	310	880045006.0	0	4	8	62
161	236	884207654.0	5	3	0	110
229	245	878142001.0	0	3	8	40
275	876	876404957.0	21	3	6	19
349	466	887769079.0	10	2	1	151
272	381	879437655.0	0	4	8	55
350	146	881001208.0	2	1	8	73
348	260	884132146.0	8	2	0	109
250	323	887741437.0	2	2	8	151
349	925	887768717.0	10	2	1	151
230	574	875334271.0	12	5	2	7
254	113	877887469.0	1	0	8	37
360	988	875560019.0	3	1	8	10
192	248	879376641.0	7	3	0	54
43	293	882922833.0	8	2	0	95
13	203	877727192.0	5	5	0	35
253	246	884364764.0	0	5	8	112
384	605	879461060.0	6	4	0	55
390	737	884024462.0	2	1	8	108
361	257	877554466.0	5	3	0	33
188	642	880485689.0	3	2	8	67
345	823	889416570.0	12	0	2	170
362	914	888267560.0	4	1	8	157
19	883	878888184.0	15	4	3	48
205	706	886271640.0	2	6	8	134
342	770	882384896.0	2	3	8	89
224	451	875310117.0	5	5	0	7
216	156	875742499.0	5	3	0	12
100	939	875385386.0	2	6	8	8
360	345	888568251.0	16	4	4	160
239	268	884197264.0	2	3	8	110
370	367	886365837.0	4	0	8	135
49	671	888204802.0	11	0	2	156
164	301	884310149.0	9	4	1	111
213	264	886123358.0	9	4	1	132
128	312	880148734.0	5	5	0	63
335	297	879435785.0	23	3	7	54
194	740	889180617.0	18	4	5	167
10	671	882140130.0	6	0	0	86
71	795	880308390.0	2	0	8	65
20	184	874785756.0	4	6	8	1
32	385	889041430.0	3	3	8	166
273	269	884990988.0	6	5	0	119
376	676	879523947.0	0	5	8	56
286	321	878951101.0	9	5	1	49
4	333	875635239.0	0	2	8	11
267	184	876546498.0	13	5	3	21
242	392	880198334.0	19	5	5	63
108	422	879966355.0	3	3	8	61
348	929	884132756.0	8	2	0	109
363	587	879110971.0	5	0	0	51
274	671	875318882.0	8	5	0	7
330	333	879969592.0	3	3	8	61
358	243	882374422.0	0	3	8	89
229	83	876521858.0	6	5	0	21
349	808	887770015.0	10	2	1	151
399	587	885599227.0	7	5	0	126
350	555	880141962.0	3	5	8	63
70	236	878769748.0	6	3	0	47
148	867	882826242.0	5	1	0	94
106	395	887853469.0	9	3	1	152
244	223	882076098.0	13	6	3	85
75	274	879876403.0	2	2	8	60
163	754	884128788.0	7	2	0	109
72	351	883452462.0	11	1	2	101
110	346	875802105.0	22	3	7	12
222	812	882659186.0	7	6	0	92
253	167	884364538.0	0	5	8	112
20	352	874785474.0	3	6	8	1
358	37	882469941.0	2	4	8	90
219	995	879454797.0	4	4	8	55
393	328	884130619.0	7	2	0	109
199	963	880607545.0	13	3	3	68
110	499	875216978.0	3	4	8	6
216	296	875742275.0	5	3	0	12
278	198	874950692.0	1	1	8	3
348	255	884132367.0	8	2	0	109
99	742	880124435.0	23	4	7	62
378	139	883904649.0	17	6	4	106
353	236	883388325.0	17	0	4	100
75	269	879875649.0	1	2	8	60
215	706	878972193.0	14	5	3	49
15	220	880130551.0	0	5	8	63
80	390	888954513.0	3	2	8	165
361	411	877561522.0	7	3	0	33
345	395	889415763.0	11	0	2	170
390	125	883443504.0	8	1	0	101
249	301	879538922.0	4	5	8	56
109	364	883243934.0	1	6	8	99
73	508	880838305.0	5	6	0	71
13	360	877718755.0	2	5	8	35
92	797	880577989.0	4	3	8	68
279	224	881654567.0	16	1	4	80
110	328	876250932.0	3	2	8	18
169	304	875509888.0	13	0	3	9
333	76	876699238.0	7	0	0	23
169	248	877822224.0	7	6	0	36
127	31	879524471.0	0	5	8	56
137	372	889402121.0	8	0	0	170
163	237	884128822.0	7	2	0	109
382	358	875941022.0	12	5	2	14
244	316	882074494.0	12	6	2	85
73	604	879455114.0	5	4	0	55
13	577	877723670.0	4	5	8	35
340	908	879701326.0	1	0	8	58
293	245	876689738.0	4	0	8	23
2	318	888552084.0	12	4	2	160
340	321	879701326.0	1	0	8	58
240	106	875239569.0	10	4	1	6
333	375	876697448.0	7	0	0	23
266	357	885045931.0	22	5	7	119
339	184	879442083.0	1	4	8	55
239	372	884196765.0	2	3	8	110
49	293	888204260.0	11	0	2	156
99	842	881011413.0	5	1	0	73
73	641	879828107.0	12	1	2	59
49	20	888204996.0	11	0	2	156
64	548	884050102.0	9	1	1	108
299	204	880394716.0	2	1	8	66
393	507	884132037.0	8	2	0	109
393	144	884131690.0	8	2	0	109
222	316	874786713.0	4	6	8	1
260	284	879440109.0	0	4	8	55
296	283	880435313.0	13	1	3	66
374	344	879532164.0	2	5	8	56
218	603	885849188.0	5	1	0	129
288	650	880355594.0	15	0	3	65
219	283	879455220.0	5	4	0	55
146	546	886047918.0	12	3	2	131
371	363	877385125.0	6	1	0	31
395	220	888633165.0	10	5	1	161
199	785	880602031.0	11	3	2	68
378	265	875982005.0	0	6	8	15
364	291	881374522.0	10	5	1	77
107	296	884364866.0	0	5	8	112
304	357	885479436.0	22	3	7	124
275	806	876402941.0	21	3	6	19
143	908	877556926.0	5	3	0	33
13	967	877728417.0	5	5	0	35
49	1002	888205033.0	11	0	2	156
345	485	889415895.0	11	0	2	170
301	268	879454598.0	4	4	8	55
241	264	884127249.0	6	2	0	109
266	763	885046718.0	22	5	7	119
291	373	875931432.0	10	5	1	14
44	144	879443329.0	1	4	8	55
380	261	887923789.0	5	4	0	153
138	245	879526007.0	0	5	8	56
13	478	877728417.0	5	5	0	35
370	414	886365706.0	4	0	8	135
25	335	875058280.0	7	2	0	4
80	239	880573288.0	3	3	8	68
17	250	879667904.0	16	6	4	57
364	744	881374437.0	10	5	1	77
380	188	887925187.0	5	4	0	153
338	376	878738992.0	22	2	7	46
298	341	877105901.0	0	5	8	28
326	254	875044597.0	3	2	8	4
303	798	880525945.0	14	2	3	67
347	294	886724873.0	8	4	0	139
292	488	888857598.0	0	1	8	164
110	345	881075976.0	23	1	7	73
228	429	885328727.0	4	2	8	123
121	266	888105743.0	8	6	0	155
307	591	877654961.0	9	4	1	34
348	852	884133819.0	8	2	0	109
306	926	883869456.0	7	6	0	106
188	843	880484778.0	3	2	8	67
208	477	882164603.0	13	0	3	86
277	634	884902317.0	6	4	0	118
275	218	876404612.0	21	3	6	19
313	312	887744328.0	3	2	8	151
315	333	883765386.0	2	5	8	105
239	3	884196489.0	2	3	8	110
278	810	874947380.0	0	1	8	3
384	187	879461255.0	6	4	0	55
349	91	887769368.0	10	2	1	151
234	390	874834768.0	17	6	4	1
162	118	883782807.0	7	5	0	105
50	243	883326497.0	0	0	8	100
324	727	885547268.0	17	4	4	125
108	144	879968278.0	3	3	8	61
168	345	888180018.0	4	0	8	156
304	967	885479274.0	22	3	7	124
400	83	888538350.0	8	4	0	160
359	998	879012647.0	2	6	8	50
392	565	879969512.0	3	3	8	61
104	511	879809943.0	7	1	0	59
337	352	880859410.0	11	6	2	71
339	563	879444853.0	2	4	8	55
268	400	877196633.0	1	6	8	29
378	823	875978922.0	23	5	7	14
130	939	879138712.0	13	0	3	51
121	288	888105714.0	8	6	0	155
294	574	889428642.0	15	0	3	170
76	83	879441452.0	1	4	8	55
393	867	884132058.0	8	2	0	109
190	609	888549647.0	11	4	2	160
329	482	879717016.0	5	0	0	58
138	296	879525987.0	0	5	8	56
10	731	882140252.0	6	0	0	86
144	345	886432811.0	23	0	7	135
219	574	879454900.0	5	4	0	55
222	843	874792436.0	5	6	0	1
149	255	877127189.0	6	5	0	28
287	364	886453161.0	4	1	8	136
380	551	887923923.0	5	4	0	153
34	83	883955745.0	7	0	0	107
259	300	884749306.0	11	2	2	116
381	783	883364433.0	11	0	2	100
9	185	879959670.0	1	3	8	61
244	341	882075672.0	13	6	3	85
378	809	875982051.0	0	6	8	15
358	548	887660762.0	4	1	8	150
365	786	882550154.0	0	5	8	91
254	467	877889133.0	2	0	8	37
212	509	879791790.0	2	1	8	59
359	747	879012580.0	2	6	8	50
71	604	880307807.0	1	0	8	65
280	952	886523839.0	0	2	8	137
303	363	880524753.0	14	2	3	67
234	369	874834001.0	17	6	4	1
343	350	877225894.0	9	6	1	29
298	188	877099091.0	22	4	7	27
345	334	889416657.0	12	0	2	170
334	290	879648594.0	10	6	1	57
358	494	887660504.0	4	1	8	150
82	276	884238966.0	13	3	3	110
92	341	880578185.0	5	3	0	68
228	387	885329322.0	4	2	8	123
182	797	878184087.0	12	3	2	40
100	633	875385306.0	2	6	8	8
350	593	880140927.0	3	5	8	63
301	83	879459115.0	6	4	0	55
150	990	878963417.0	12	5	2	49
312	669	877399380.0	10	1	1	31
10	424	885744650.0	0	0	8	128
72	353	883449944.0	10	1	1	101
318	795	875719199.0	23	2	7	11
203	922	879572229.0	13	5	3	56
341	936	885944024.0	7	2	0	130
244	275	882077176.0	13	6	3	85
360	240	875277472.0	20	4	6	6
372	415	878354761.0	11	5	2	42
270	39	877755098.0	12	5	2	35
347	160	886724708.0	8	4	0	139
342	215	882386941.0	3	3	8	89
326	519	875553460.0	1	1	8	10
293	248	876689765.0	4	0	8	23
310	590	879991329.0	10	3	1	61
13	843	877727122.0	5	5	0	35
122	274	875272694.0	19	4	5	6
358	650	882394097.0	5	3	0	89
278	125	874950054.0	1	1	8	3
240	850	875239795.0	10	4	1	6
161	283	884207612.0	5	3	0	110
403	250	879438319.0	0	4	8	55
73	499	879454046.0	4	4	8	55
15	284	880131358.0	0	5	8	63
380	828	887926106.0	6	4	0	153
358	347	882216108.0	4	1	8	87
313	754	887745883.0	4	2	8	151
76	61	879459909.0	6	4	0	55
227	244	879298270.0	9	2	1	53
279	828	881654386.0	15	1	3	80
380	819	887926573.0	6	4	0	153
161	9	884209569.0	5	3	0	110
378	747	887297923.0	23	3	7	145
393	3	884130308.0	7	2	0	109
269	350	887938277.0	9	4	1	153
237	422	889241280.0	11	5	2	168
119	482	888640379.0	12	5	2	161
358	764	882376885.0	0	3	8	89
340	1001	879701253.0	1	0	8	58
175	508	878956047.0	10	5	1	49
155	571	875073828.0	12	2	2	4
325	502	879445897.0	2	4	8	55
127	240	879524921.0	0	5	8	56
145	309	877108015.0	1	5	8	28
312	754	877399618.0	10	1	1	31
378	674	875981551.0	0	6	8	15
374	366	879532804.0	2	5	8	56
235	647	881105442.0	7	2	0	74
229	929	877533224.0	23	2	7	32
335	590	879435785.0	23	3	7	54
278	138	874950232.0	1	1	8	3
143	385	877556626.0	5	3	0	33
3	402	889237455.0	10	5	1	168
308	187	886480288.0	12	1	2	136
103	729	879270327.0	1	2	8	53
47	878	883697705.0	7	4	0	104
205	750	886272585.0	2	6	8	134
166	366	880433368.0	12	1	2	66
34	345	888177393.0	3	0	8	156
42	876	883498937.0	0	2	8	102
133	281	880135001.0	1	5	8	63
390	241	883530409.0	9	2	1	102
112	634	879857765.0	20	1	6	59
358	222	882396564.0	6	3	0	89
182	791	878184315.0	12	3	2	40
273	914	884991584.0	6	5	0	119
276	189	884814668.0	5	3	0	117
358	138	882373231.0	23	2	7	88
326	396	887833034.0	4	3	8	152
358	833	882399818.0	7	3	0	89
393	913	884129823.0	7	2	0	109
254	486	877892461.0	3	0	8	37
346	264	880585759.0	7	3	0	68
323	334	883790181.0	9	5	1	105
265	126	887819860.0	0	3	8	152
343	366	877225239.0	9	6	1	29
66	634	884752900.0	12	2	2	116
351	144	879868328.0	23	1	7	59
163	246	884129656.0	7	2	0	109
384	626	879461207.0	6	4	0	55
238	305	879517271.0	22	4	7	55
34	482	875975492.0	22	5	7	14
149	456	877127796.0	6	5	0	28
332	249	879439791.0	0	4	8	55
238	225	879518932.0	22	4	7	55
55	803	883601664.0	4	3	8	103
395	549	888632443.0	10	5	1	161
337	319	880859115.0	11	6	2	71
292	517	888857932.0	0	1	8	164
185	482	883888853.0	12	6	2	106
141	407	886623057.0	4	3	8	138
376	188	879524062.0	0	5	8	56
357	240	880410599.0	6	1	0	66
263	352	880575531.0	4	3	8	68
77	774	875654888.0	5	2	0	11
77	138	875652934.0	4	2	8	11
199	728	880603881.0	12	3	2	68
366	179	886394916.0	12	0	2	135
350	185	880140122.0	3	5	8	63
342	370	882386309.0	3	3	8	89
339	586	879441978.0	1	4	8	55
358	560	882371415.0	23	2	7	88
394	252	879541158.0	4	5	8	56
314	574	881132876.0	15	2	3	74
380	341	887924425.0	5	4	0	153
400	12	883865021.0	6	6	0	106
12	331	879455764.0	5	4	0	55
404	231	887840517.0	6	3	0	152
231	427	886372155.0	6	0	0	135
18	740	874951897.0	2	1	8	3
182	792	878181976.0	11	3	2	40
144	28	886515532.0	22	1	7	136
219	304	879454725.0	4	4	8	55
104	3	879872792.0	1	2	8	60
73	239	879453748.0	4	4	8	55
217	786	876955689.0	6	3	0	26
302	845	880046475.0	1	4	8	62
